#	schema=1	kind	word	ukPhonic	usPhonic	value
row	sentence	人工			例句：每個月月底出人工。（mui5 go3 jyut6 jyut6 dai2 ceot1 jan4 gung1.）（每个月月底发工资。）	
row	sentence	人工			例句：希望今年老細可以加人工。（hei1 mong6 gam1 nin4 lou5 sai3 ho2 ji5 gaa1 jan4 gung1.）（希望今年老板可以给涨薪。）	
row	pron	今日	[gam1 jat6]		[gam1 jat6] 今天〈名〉	
row	sentence	今日			例句：今日天氣好熱。（gam1 jat6 tin1 hei3 hou2 jit6.）（今天天气好热。）	
row	sentence	今日			例句：今日係中秋節。（gam1 jat6 hai6 zung1 cau1 zit3.）（今天是中秋节。）	
row	pron	仲	[zung6]		[zung6] 还，依然，更加〈副〉	
row	sentence	仲			例句：你仲未瞓啊？（nei5 zung6 mei6 fan3 aa3?）（你还没睡吗？）	
row	sentence	仲			例句：出面仲落緊雨。（ceot1 min6 zung6 lok6 gan2 jyu5.）（外面还在下雨。）	
row	pron	伙計	[fo2 gei3]		[fo2 gei3] 服务员，店员，伙计〈名〉	
row	sentence	伙計			例句：伙計，加水唔該！（fo2 gei3, gaa1 seoi2 m4 goi1!）（服务员，加水麻烦！）	
row	sentence	伙計			例句：呢間舖頭嘅伙計好熱情。（ni1 gaan1 pou3 tau4 ge3 fo2 gei3 hou2 jit6 cing4.）（这家店铺的伙计很热情。）	
row	pron	但係	[daan6 hai6]		[daan6 hai6] 但是，可是，不过〈连〉	
row	sentence	但係			例句：雖然好貴，但係物有所值。（seoi1 jin4 hou2 gwai3, daan6 hai6 mat6 jau5 so2 zik6.）（虽然很贵，但是物有所值。）	
row	sentence	但係			例句：佢想去，但係冇時間。（keoi5 soeng2 heoi3, daan6 hai6 mou5 si4 gaan3.）（他想去，可是没有时间。）	
row	pron	你	[nei5]		[nei5] 你〈代〉	
row	sentence	你			例句：你去邊度啊？（nei5 heoi3 bin1 dou6 aa3?）（你去哪里啊？）	
row	sentence	你			例句：你食咗飯未？（nei5 sik6 zo2 faan6 mei6?）（你吃饭了吗？）	
row	pron	你哋	[nei5 dei6]		[nei5 dei6] 你们〈代〉	
row	sentence	你哋			例句：你哋慢慢行啦。（nei5 dei6 maan6 maan6 haang4 laa1.）（你们慢慢走。）	
row	sentence	你哋			例句：你哋想食咩啊？（nei5 dei6 soeng2 sik6 me1 aa3?）（你们想吃什么呀？）	
row	pron	佢	[keoi5]		[keoi5] 他，她，它〈代〉	
row	sentence	佢			例句：佢係我嘅好朋友。（keoi5 hai6 ngo5 ge3 hou2 pang4 jau5.）（他是我的好朋友。）	
row	sentence	佢			例句：佢琴日冇嚟返工。（keoi5 kam4 jat6 mou5 lai4 faan1 gung1.）（他昨天没有来上班。）	
row	pron	佢哋	[keoi5 dei6]		[keoi5 dei6] 他们，她们，它们〈代〉	
row	sentence	佢哋			例句：佢哋啱啱出咗去。（keoi5 dei6 ngaam1 ngaam1 ceot1 zo2 heoi3.）（他们刚刚出去了。）	
row	sentence	佢哋			例句：佢哋去咗睇戲。（keoi5 dei6 heoi3 zo2 tai2 hei3.）（他们去看电影了。）	
row	pron	係	[hai6]		[hai6] 是〈动〉	
row	sentence	係			例句：今日係星期日。（gam1 jat6 hai6 sing1 kei4 jat6.）（今天是星期日。）	
row	sentence	係			例句：係啊，冇錯！（hai6 aa3, mou5 co3!）（是的，没错！）	
row	pron	保重	[bou2 zung6]		[bou2 zung6] 保重（多用于叮嘱病患或离别祝福）〈动〉	
row	sentence	保重			例句：天氣轉凍，多着衫保重身體！（tin1 hei3 zyun2 dung3, do1 zoek3 saam1 bou2 zung6 san1 tai2!）（天气转冷，多穿衣服保重身体！）	
row	sentence	保重			例句：祝你早日康復，多多保重。（zuk1 nei5 zou2 jat6 hong1 fuk6, do1 do1 bou2 zung6.）（祝你早日康复，多加保重。）	
row	pron	借錢	[ze3 cin2]		[ze3 cin2] 借钱〈动〉	
row	sentence	借錢			例句：借錢容易還錢難。（ze3 cin2 jung4 ji6 waan4 cin2 naan4.）（借钱容易还钱难。）	
row	sentence	借錢			例句：如果資金周轉唔靈，可以搵銀行貸款。（jyu4 gwo2 zi1 gam1 zau1 zyun2 m4 ling4, ho2 ji5 wan2 ngan4 hong4 dai3 fun2.）（如果资金周转不灵，可以找银行贷款。）	
row	pron	傷心	[soeng1 sam1]		[soeng1 sam1] 伤心，悲痛〈形〉	
row	sentence	傷心			例句：唔好咁傷心啦，振作起嚟。（m4 hou2 gam3 soeng1 sam1 laa1, zan3 zok3 hei2 lai4.）（别这么伤心了，振作起来。）	
row	sentence	傷心			例句：佢隻貓過咗身，佢好傷心。（keoi5 zek3 maau1 gwo3 zo2 san1, keoi5 hou2 soeng1 sam1.）（他的猫去世了，他很伤心。）	
row	pron	傾偈	[king1 gai2]		[king1 gai2] 聊天，谈天〈动〉	
row	sentence	傾偈			例句：得閒出嚟傾下偈啦。（dak1 haan4 ceot1 lai4 king1 haa5 gai2 laa1.）（有空出来聊聊天吧。）	
row	sentence	傾偈			例句：佢哋兩個喺咖啡廳傾偈。（keoi5 dei6 loeng5 go3 hai2 gaa3 fe1 teng1 king1 gai2.）（他们两个在咖啡厅聊天。）	
row	pron	充電	[cung1 din6]		[cung1 din6] 充电〈动〉	
row	sentence	充電			例句：部手機冇電喇，要攞去充電。（bou6 sau2 gei1 mou5 din6 laa3, jiu3 lo2 heoi3 cung1 din6.）（手机没电了，要拿去充电。）	
row	sentence	充電			例句：你有冇帶充電器？（nei5 jau5 mou5 daai3 cung1 din6 hei3?）（你带了充电器吗？）	
row	pron	先	[sin1]		[sin1] 先，才，方〈副/助〉	
row	sentence	先			例句：你食先啦，唔使等我。（nei5 sik6 sin1 laa1, m4 sai2 dang2 ngo5.）（你先吃吧，不用等我。）	
row	sentence	先			例句：做完功課先好睇電視。（zou6 jyun4 gung1 fo3 sin1 hou2 tai2 din6 si6.）（做完功课才能看电视。）	
row	pron	先生	[sin1 saang1]		[sin1 saang1] 先生，老师，丈夫〈名〉	
row	sentence	先生			例句：陳先生，早晨！（can4 sin1 saang1, zou2 san4!）（陈先生，早上好！）	
row	sentence	先生			例句：呢位係我先生。（ni1 wai2 hai6 ngo5 sin1 saang1.）（这位是我先生。）	
row	pron	入味	[jap6 mei6]		[jap6 mei6] 入味，调味充分渗透〈形〉	
row	sentence	入味			例句：燜牛腩燜得好入味。（mun6 ngau4 naam5 mun6 dak1 hou2 jap6 mei6.）（炖牛腩炖得非常入味可口。）	
row	sentence	入味			例句：醃返半個鐘等啲雞肉入味。（jip3 faan1 bun3 go3 zung1 dang2 di1 gai1 juk6 jap6 mei6.）（腌制半小时让鸡肉充分入味。）	
row	pron	八達通	[baat3 daat6 tung1]		[baat3 daat6 tung1] 八达通（交通卡）〈名〉	
row	sentence	八達通			例句：張八達通唔夠錢，要去增值。（zoeng1 baat3 daat6 tung1 m4 gau3 cin2, jiu3 heoi3 zang1 zik6.）（那张八达通没钱了，要去充值。）	
row	sentence	八達通			例句：搭車買嘢嘟一嘟八達通就得。（daap3 ce1 maai5 je5 dut1 jat1 dut1 baat3 daat6 tung1 zau6 dak1.）（坐车买东西刷一下八达通就行。）	
row	pron	其實	[kei4 sat6]		[kei4 sat6] 其实，实际上〈副〉	
row	sentence	其實			例句：其實佢個人心地好好。（kei4 sat6 keoi5 go3 jan4 sam1 dei6 hou2 hou2.）（其实他这个人心地很善良。）	
row	sentence	其實			例句：件事其實好簡單。（gin6 si6 kei4 sat6 hou2 gaan2 daan1.）（事情其实非常简单。）	
row	pron	冇	[mou5]		[mou5] 没有，无〈动〉	
row	sentence	冇			例句：我今日冇帶鎖匙。（ngo5 gam1 jat6 mou5 daai3 so2 si4.）（我今天没带钥匙。）	
row	sentence	冇			例句：呢度冇人。（ni1 dou6 mou5 jan4.）（这里没有人。）	
row	pron	冇厘頭	[mou5 lei4 tau4]		[mou5 lei4 tau4] 无厘头，莫名其妙，无缘无故〈形〉	
row	sentence	冇厘頭			例句：佢講啲笑話成日冇厘頭。（keoi5 gong2 di1 siu3 waa2 seng4 jat6 mou5 lei4 tau4.）（他讲的笑话老是无厘头。）	
row	sentence	冇厘頭			例句：周星馳嘅電影開創咗無厘頭文化。（zau1 sing1 ci4 ge3 din6 jing2 hoi1 cong3 zo2 mou5 lei4 tau4 man4 faa3.）（周星驰的电影开创了无厘头文化。）	
row	pron	冷氣	[laang5 hei3]		[laang5 hei3] 空调，冷气〈名〉	
row	sentence	冷氣			例句：天氣咁熱，開大啲個冷氣啦。（tin1 hei3 gam3 jit6, hoi1 daai6 di1 go3 laang5 hei3 laa1.）（天气这么热，把空调开大一点吧。）	
row	sentence	冷氣			例句：商場嘅冷氣好凍。（soeng1 coeng4 ge3 laang5 hei3 hou2 dung3.）（商场的空调很冷。）	
row	pron	凍	[dung3]		[dung3] 冷，冰冷，寒凉〈形〉	
row	sentence	凍			例句：今日出面好凍，着多件衫。（gam1 jat6 ceot1 min6 hou2 dung3, zoek3 do1 gin6 saam1.）（今天外面很冷，多穿件衣服。）	
row	sentence	凍			例句：我想要一杯凍檸茶。（ngo5 soeng2 jiu3 jat1 bui1 dung3 ning4 caa4.）（我想要一杯冰柠檬茶。）	
row	pron	凍檸茶	[dung3 ning4 caa4]		[dung3 ning4 caa4] 冰柠檬茶〈名〉	
row	sentence	凍檸茶			例句：凍檸茶少甜少冰，唔該。（dung3 ning4 caa4 siu2 tim4 siu2 bing1, m4 goi1.）（冰柠檬茶少糖少冰，谢谢。）	
row	sentence	凍檸茶			例句：飲凍檸茶要先篤下啲檸檬。（jam2 dung3 ning4 caa4 jiu3 sin1 doek1 haa5 di1 ning4 mung1.）（喝冰柠檬茶要先戳一下柠檬片。）	
row	pron	出太陽	[ceot1 taai3 joeng4]		[ceot1 taai3 joeng4] 出太阳，晴天〈动〉	
row	sentence	出太陽			例句：連續落咗幾日雨，今日終於出太陽。（lin4 zuk6 lok6 zo2 gei2 jat6 jyu5, gam1 jat6 zung1 jyu1 ceot1 taai3 joeng4.）（连着下了几天雨，今天终于出太阳了。）	
row	sentence	出太陽			例句：出太陽可以去海灘玩。（ceot1 taai3 joeng4 ho2 ji5 heoi3 hoi2 taan1 waan2.）（出太阳可以去沙滩玩。）	
row	pron	出差	[ceot1 caai1]		[ceot1 caai1] 出差〈动〉	
row	sentence	出差			例句：下個禮拜我要去北京出差。（haa6 go3 lai5 baai3 ngo5 jiu3 heoi3 bak1 ging1 ceot1 caai1.）（下周我要去北京出差。）	
row	sentence	出差			例句：出差住酒店記得攞發票。（ceot1 caai1 zyu6 zau2 dim3 gei3 dak1 lo2 faat3 piu3.）（出差住酒店记得拿发票报销。）	
row	pron	出糧	[ceot1 loeng4]		[ceot1 loeng4] 发薪水，发工资〈动〉	
row	sentence	出糧			例句：今日出糧，今晚食餐好嘅慶祝！（gam1 jat6 ceot1 loeng4, gam1 maan5 sik6 caan1 hou2 ge3 hing3 zuk1!）（今天发工资，今晚吃顿大餐庆祝！）	
row	sentence	出糧			例句：每個月最開心就係出糧嗰日。（mui5 go3 jyut6 zeoi3 hoi1 sam1 zau6 hai6 ceot1 loeng4 go2 jat6.）（每个月最开心的就是发工资那天。）	
row	pron	刷牙	[caat3 ngaa4]		[caat3 ngaa4] 刷牙〈动〉	
row	sentence	刷牙			例句：早晚都要認真刷牙。（zou2 maan5 dou1 jiu3 jing6 zan1 caat3 ngaa4.）（早晚都要认真刷牙。）	
row	sentence	刷牙			例句：刷完牙個人精神好多。（caat3 jyun4 ngaa4 go3 jan4 zing1 san4 hou2 do1.）（刷完牙整个人精神很多。）	
row	pron	前日	[cin4 jat6]		[cin4 jat6] 前天〈名〉	
row	sentence	前日			例句：前日寄嘅快遞已經到咗。（cin4 jat6 gei3 ge3 faai3 dai6 ji5 ging1 dou3 zo2.）（前天寄的快递已经到了。）	
row	sentence	前日			例句：我前日先見過佢。（ngo5 cin4 jat6 sin1 gin3 gwo3 keoi5.）（我前天才见过他。）	
row	pron	升職	[sing1 zik1]		[sing1 zik1] 升职，晋升〈动〉	
row	sentence	升職			例句：恭喜你升職做經理！（gung1 hei2 nei5 sing1 zik1 zou6 ging1 lei5!）（恭喜你升职做经理！）	
row	sentence	升職			例句：努力工作，總會有升職機會。（nou5 lik6 gung1 zok3, zung2 wui5 jau5 sing1 zik1 gei1 wui6.）（努力工作，总会有升迁机会的。）	
row	pron	卸膊	[se3 bok3]		[se3 bok3] 推卸责任，甩锅，推委责任〈动〉	
row	sentence	卸膊			例句：一有問題佢就即刻卸膊畀下屬。（jat1 jau5 man6 tai4 keoi5 zau6 zik1 hak1 se3 bok3 bei2 haa6 suk6.）（一出问题他就立刻把责任甩给下属。）	
row	sentence	卸膊			例句：做領導唔好成日諗住卸膊。（zou6 ling5 dou6 m4 hou2 seng4 jat6 nam2 zyu6 se3 bok3.）（当领导不要老想着推卸责任。）	
row	pron	叉燒包	[caa1 siu1 baau1]		[caa1 siu1 baau1] 叉烧包〈名〉	
row	sentence	叉燒包			例句：剛出爐嘅叉燒包熱辣辣。（gong1 ceot1 lou4 ge3 caa1 siu1 baau1 jit6 laat6 laat6.）（刚出炉的叉烧包热乎乎的。）	
row	sentence	叉燒包			例句：叉燒包餡料好惹味。（caa1 siu1 baau1 haam2 liu2 hou2 je5 mei6.）（叉烧包馅料非常美味可口。）	
row	pron	叮叮車	[ding1 ding1 ce1]		[ding1 ding1 ce1] 叮叮车（香港岛双层有轨电车）〈名〉	
row	sentence	叮叮車			例句：坐叮叮車慢悠悠遊香港島。（co5 ding1 ding1 ce1 maan6 jau1 jau1 jau4 hoeng1 gong2 dou2.）（坐叮叮车慢悠悠畅游香港岛。）	
row	sentence	叮叮車			例句：叮叮車係百年歷史交通工具。（ding1 ding1 ce1 hai6 baak3 nin4 lik6 si2 gaau1 tung1 gung1 geoi6.）（叮叮车是有百年历史的交通工具。）	
row	pron	可以	[ho2 ji5]		[ho2 ji5] 可以，能够〈能愿〉	
row	sentence	可以			例句：我可以坐呢度嗎？（ngo5 ho2 ji5 co5 ni1 dou6 maa3?）（我可以坐这里吗？）	
row	sentence	可以			例句：呢件事你可以同佢傾下。（ni1 gin6 si6 nei5 ho2 ji5 tung4 keoi5 king1 haa5.）（这件事你可以跟他聊聊。）	
row	pron	合約	[hap6 joek3]		[hap6 joek3] 合同，契约〈名〉	
row	sentence	合約			例句：簽合約之前一定要睇清楚條款。（cim1 hap6 joek3 zi1 cin4 jat1 ding6 jiu3 tai2 cing1 co2 tiu4 fun2.）（签合同前一定要看清楚各项条款。）	
row	sentence	合約			例句：份合約期限係兩年。（fan6 hap6 joek3 kei4 haan6 hai6 loeng5 nin4.）（这份合同的期限是两年。）	
row	pron	同埋	[tung4 maai4]		[tung4 maai4] 和，以及，还有〈连〉	
row	sentence	同埋			例句：我同埋佢一齊去。（ngo5 tung4 maai4 keoi5 jat1 cai4 heoi3.）（我和他一起去。）	
row	sentence	同埋			例句：買咗麵包同埋牛奶。（maai5 zo2 min6 baau1 tung4 maai4 ngau4 naai5.）（买了面包和牛奶。）	
row	pron	吹水	[ceoi1 seoi2]		[ceoi1 seoi2] 闲聊，侃大山，说大话〈动〉	
row	sentence	吹水			例句：得閒一齊出嚟飲杯嘢吹下水啦。（dak1 haan4 jat1 cai4 ceot1 lai4 jam2 bui1 je5 ceoi1 haa5 seoi2 laa1.）（有空一起出来喝杯饮品侃侃大山吧。）	
row	sentence	吹水			例句：佢講嘅嘢你咪信，吹水唔抹嘴嘅！（keoi5 gong2 ge3 je5 nei5 mai5 seon3, ceoi1 seoi2 m4 maat3 zeoi2 ge3!）（他说的话你别信，信口开河不靠谱的！）	
row	pron	呢個	[ni1 go3]		[ni1 go3] 这个〈代〉	
row	sentence	呢個			例句：呢個麵包好好食。（ni1 go3 min6 baau1 hou2 hou2 sik6.）（这个面包很好吃。）	
row	sentence	呢個			例句：呢個多少錢啊？（ni1 go3 do1 siu2 cin2 aa3?）（这个多少钱啊？）	
row	pron	呢度	[ni1 dou6]		[ni1 dou6] 这里，这儿〈代〉	
row	sentence	呢度			例句：呢度嘅風景好靚。（ni1 dou6 ge3 fung1 ging2 hou2 leng3.）（这里的风景很美。）	
row	sentence	呢度			例句：你喺呢度等我一陣。（nei5 hai2 ni1 dou6 dang2 ngo5 jat1 zan6.）（你在这里等我一会儿。）	
row	pron	咗	[zo2]		[zo2] 了（动态助词，表示动作完成）〈助〉	
row	sentence	咗			例句：我已經做完咗功課。（ngo5 ji5 ging1 zou6 jyun4 zo2 gung1 fo3.）（我已经做完了功课。）	
row	sentence	咗			例句：佢去咗香港旅行。（keoi5 heoi3 zo2 hoeng1 gong2 leoi5 hang4.）（他去香港旅游了。）	
row	pron	咩	[me1]		[me1] 什么〈代〉	
row	sentence	咩			例句：你睇緊咩書啊？（nei5 tai2 gan2 me1 syu1 aa3?）（你在看什么书呀？）	
row	sentence	咩			例句：有咩事打電話畀我啦。（jau5 me1 si6 daa2 din6 waa2 bei2 ngo5 laa1.）（有什么事打电话给我吧。）	
row	pron	咪	[mai5]		[mai5] 别，不要；不就是〈副〉	
row	sentence	咪			例句：咪行埋去嗰度，危險啊。（mai5 haang4 maai4 heoi3 go2 dou6, ngai4 him2 aa3.）（别走过去那边，危险啊。）	
row	sentence	咪			例句：嗰個咪係陳先生咯！（go2 go3 mai5 hai6 can4 sin1 saang1 lok3!）（那不就是陈先生嘛！）	
row	pron	唔使	[m4 sai2]		[m4 sai2] 不用，不必〈能愿〉	
row	sentence	唔使			例句：唔使客氣，小事嚟㗎。（m4 sai2 haak3 hei3, siu2 si6 lai4 gaa3.）（不用客气，小事情而已。）	
row	sentence	唔使			例句：今日唔使返工，可以訓到自然醒。（gam1 jat6 m4 sai2 faan1 gung1, ho2 ji5 fan3 dou3 zi6 jin4 seng2.）（今天不用上班，可以睡到自然醒。）	
row	pron	唔係	[m4 hai6]		[m4 hai6] 不是〈动〉	
row	sentence	唔係			例句：呢部手機唔係我嘅。（ni1 bou6 sau2 gei1 m4 hai6 ngo5 ge3.）（这部手机不是我的。）	
row	sentence	唔係			例句：唔係噉樣做㗎。（m4 hai6 gam2 joeng2 zou6 gaa3.）（不是这样做事的。）	
row	pron	唔好	[m4 hou2]		[m4 hou2] 不好，不要，别〈副/形〉	
row	sentence	唔好			例句：唔好意思，借借。（m4 hou2 ji3 si3, ze3 ze3.）（不好意思，借过借过。）	
row	sentence	唔好			例句：唔好喺度食煙。（m4 hou2 hai2 dou6 sik6 jin1.）（不要在这里抽烟。）	
row	pron	唔好意思	[m4 hou2 ji3 si3]		[m4 hou2 ji3 si3] 不好意思，抱歉，打扰一下〈短语〉	
row	sentence	唔好意思			例句：唔好意思，我遲到咗。（m4 hou2 ji3 si3, ngo5 ci4 dou3 zo2.）（不好意思，我迟到了。）	
row	sentence	唔好意思			例句：唔好意思，請問地鐵站喺邊度？（m4 hou2 ji3 si3, cing2 man6 dei6 tit3 zaam6 hai2 bin1 dou6?）（不好意思打扰一下，请问地铁站在哪里？）	
row	pron	唔得	[m4 dak1]		[m4 dak1] 不行，不可以〈动〉	
row	sentence	唔得			例句：呢度唔得泊車㗎。（ni1 dou6 m4 dak1 paak3 ce1 gaa3.）（这里不可以停车的。）	
row	sentence	唔得			例句：真係唔得，太急喇。（zan1 hai6 m4 dak1, taai3 gap1 laa3.）（真的不行，太仓促了。）	
row	pron	唔忿氣	[m4 fan5 hei3]		[m4 fan5 hei3] 不服气，心有不甘〈形/动〉	
row	sentence	唔忿氣			例句：明明係佢贏，輸咗比賽好唔忿氣。（ming4 ming4 hai6 keoi5 jeng4, syu1 zo2 bei2 coi3 hou2 m4 fan5 hei3.）（明明该是他赢的，输了比赛非常不服气。）	
row	sentence	唔忿氣			例句：唔忿氣就下次再贏返！（m4 fan5 hei3 zau6 haa6 ci3 zoi3 jeng4 faan1!）（不服气那就下次再赢回来！）	
row	pron	唔緊要	[m4 gan2 jiu3]		[m4 gan2 jiu3] 没关系，不打紧，不要紧〈短语〉	
row	sentence	唔緊要			例句：唔緊要啦，小事一樁。（m4 gan2 jiu3 laa1, siu2 si6 jat1 zong1.）（没关系啦，小事一桩。）	
row	sentence	唔緊要			例句：跌咗就算，最緊要人冇事，唔緊要。（dit3 zo2 zau6 syun3, zeoi3 gan2 jiu3 jan4 mou5 si6, m4 gan2 jiu3.）（掉了就算了，最重要人没事，不要紧。）	
row	pron	唔該	[m4 goi1]		[m4 goi1] 劳驾，麻烦，谢谢（用于请托人或接受轻微帮助）〈叹/副〉	
row	sentence	唔該			例句：唔該借借。（m4 goi1 ze3 ze3.）（劳驾借过借过。）	
row	sentence	唔該			例句：唔該畀杯熱水我。（m4 goi1 bei2 bui1 jit6 seoi2 ngo5.）（麻烦给我一杯热水，谢谢。）	
row	pron	唔通	[m4 tung1]		[m4 tung1] 难道，莫非〈副〉	
row	sentence	唔通			例句：佢咁耐都未嚟，唔通佢唔記得咗？（keoi5 gam3 noi6 dou1 mei6 lai4, m4 tung1 keoi5 m4 gei3 dak1 zo2?）（他这么久都没来，难道他给忘了？）	
row	sentence	唔通			例句：唔通呢個真係真相？（m4 tung1 ni1 go3 zan1 hai6 zan1 soeng3?）（难道这真的是真相？）	
row	pron	商場	[soeng1 coeng4]		[soeng1 coeng4] 购物商场〈名〉	
row	sentence	商場			例句：週末好多人去商場逛街。（zau1 mut6 hou2 do1 jan4 heoi3 soeng1 coeng4 gwaang6 gaai1.）（周末很多人去商场逛街。）	
row	sentence	商場			例句：呢個商場嘅冷氣好足。（ni1 go3 soeng1 coeng4 ge3 laang5 hei3 hou2 zuk1.）（这个商场的空调很充足。）	
row	pron	問路	[man6 lou6]		[man6 lou6] 问路〈动〉	
row	sentence	問路			例句：唔好意思，我想問下路。（m4 hou2 ji3 si3, ngo5 soeng2 man6 haa5 lou6.）（不好意思，我想问一下路。）	
row	sentence	問路			例句：佢好熱心噉指路畀我。（keoi5 hou2 jit6 sam1 gam2 zi2 lou6 bei2 ngo5.）（他很热心地给我指路。）	
row	pron	啖	[daam6]		[daam6] 口（量词，用于饮、食的一口）〈量〉	
row	sentence	啖			例句：飲啖水先講啦。（jam2 daam6 seoi2 sin1 gong2 laa1.）（喝口水再讲吧。）	
row	sentence	啖			例句：食多啖飯，唔好嘥嘢。（sik6 do1 daam6 faan6, m4 hou2 saai1 je5.）（多吃一口饭，别浪费东西。）	
row	pron	啫	[ze1]		[ze1] 而已，罢了（语气助词，表不过如此）〈助〉	
row	sentence	啫			例句：講下笑啫，唔好嬲啦。（gong2 haa5 siu3 ze1, m4 hou2 nau1 laa1.）（开个玩笑罢了，别生气啦。）	
row	sentence	啫			例句：幾十蚊啫，好平。（gei2 sap6 man1 ze1, hou2 peng4.）（几十块钱而已，很便宜。）	
row	pron	啱	[ngaam1]		[ngaam1] 对，正确，刚好，刚刚〈形/副〉	
