おくさん			夫人；太太〈名〉
おさきに			先（走）；我先告辞〈副〉
おしゃべり			闲聊；爱说话（的人）〈名〉
おしゃれ			时髦；爱打扮（的人）〈ナ形〉
おじいさん	[おじいさん]		爷爷；外公；老爷爷〈名〉
おじゃまします			打扰了（进门前）〈感〉
おそらく	[おそらく]		恐怕；大概；多半〈副〉
おだいじに			请保重身体〈感〉
おっかない			可怕的；吓人的〈イ形〉
おっしゃる			说（言う的尊敬语）〈动1〉
おつり			找的零钱〈名〉
おととい			前天〈名〉
おととし			前年〈名〉
おとなしい	[おとなしい]		温顺；老实〈イ形〉
おどおど			提心吊胆；惊慌不安〈副〉
おどかす			吓唬；威胁〈动1〉
おなか	[おなか]		肚子；腹部〈名〉
おねがいします	[おねがいします]		拜托了；麻烦您了〈感〉
おはよう			早上好〈感〉
おばあさん	[おばあさん]		祖母；外婆；老奶奶〈名〉
おまえ			你（粗俗，用于同辈以下）〈代〉
おまけ	[おまけ]		添头；饶头；附加赠品〈名〉
おまたせしました			让您久等了〈感〉
おまちください			请稍等〈感〉
おまちどおさま			让您久等了〈感〉
おまわりさん			警察先生〈名〉
おむつ	[おむつ]		尿布〈名〉
おめでたい			可喜可贺；（人）天真〈イ形〉
おめでとう			恭喜；祝贺〈感〉
おもしろい	[おもしろい]		有趣的；有意思的〈イ形〉
おもちゃ			玩具〈名〉
おや	[おや]		父母；（感叹）哎呀〈名〉
おやすみ			晚安；休息〈感〉
おやつ			点心；零食〈名〉
およそ			大约；大体上〈副〉
お世辞	[おせじ]		【おせじ】恭维话；客套话〈名〉
お互い	[おたがい]		【おたがい】彼此；互相〈名〉
お代わり	[おかわり]		【おかわり】再来一份；续杯〈名〉
お休み	[おやすみ]		【おやすみ】休息；晚安〈名〉
お使い	[おつかい]		【おつかい】（出去）办事；买东西〈名〉
お供	[おとも]		【おとも】陪同；随从〈名〉
お兄さん	[おにいさん]		【おにいさん】哥哥；大哥〈名〉
お先に	[おさきに]		【おさきに】我先（走）了〈副〉
お参り	[おまいり]		【おまいり】参拜（神社、佛寺）〈名〉
お土産	[おみやげ]		【おみやげ】特产；伴手礼；礼品〈名〉
お大事に	[おだいじに]		【おだいじに】请保重（对病人说）〈感〉
お姉さん	[おねえさん]		【おねえさん】姐姐；大姐〈名〉
お嬢さん	[おじょうさん]		【おじょうさん】（您家的）女儿；千金〈名〉
お宅	[おたく]		【おたく】府上；（您）家〈名〉
お宮	[おみや]		【おみや】神社〈名〉
お帰り	[おかえり]		【おかえり】（您）回来了〈感〉
お弁当	[おべんとう]		【おべんとう】盒饭；便当〈名〉
お手上げ	[おてあげ]		【おてあげ】束手无策；没办法〈名〉
お手伝いさん	[おてつだいさん]		【おてつだいさん】保姆；女佣〈名〉
お手洗い	[おてあらい]		【おてあらい】厕所；洗手间〈名〉
お早う	[おはよう]		【おはよう】早上好〈感〉
お昼	[おひる]		【おひる】午饭；中午〈名〉
お母さん	[おかあさん]		【おかあさん】妈妈；母亲〈名〉
お洒落	[おしゃれ]		【おしゃれ】时髦；爱打扮〈ナ形〉
お父さん	[おとうさん]		【おとうさん】爸爸；父亲〈名〉
お産	[おさん]		【おさん】分娩；生孩子〈名〉
お皿	[おさら]		【おさら】盘子；碟子〈名〉
お礼	[おれい]		【おれい】谢礼；致谢〈名〉
お祖母さん	[おばあさん]		【おばあさん】祖母；奶奶〈名〉
お祖父さん	[おじいさん]		【おじいさん】祖父；爷爷〈名〉
お祝い	[おいわい]		【おいわい】祝贺；贺礼〈名〉
お祭り	[おまつり]		【おまつり】祭典；节日；庙会〈名〉
お腹	[おなか]		【おなか】肚子；腹部〈名〉
お茶	[おちゃ]		【おちゃ】茶；茶叶〈名〉
お菓子	[おかし]		【おかし】点心；糕点；糖果〈名〉
お見舞い	[おみまい]		【おみまい】探望；慰问（病人）〈名〉
お邪魔します	[おじゃまします]		【おじゃまします】打扰了（进门前用语）〈感〉
お酒	[おさけ]		【おさけ】酒；日本酒〈名〉
お金	[おかね]		【おかね】钱；金钱〈名〉
お金持ち	[おかねもち]		【おかねもち】有钱人；富人〈名〉
お願いします	[おねがいします]		【おねがいします】拜托了；请〈感〉
お風呂	[おふろ]		【おふろ】澡堂；浴池；洗澡〈名〉
かかる	[かかる]		花费（时间、金钱）；需要；（电话）打来〈动1〉
かぎ	[かぎ]		钥匙；锁〈名〉
かける	[かける]		打（电话）；挂；戴（眼镜）；坐（椅子）〈动2〉
かしこまりました			遵命；知道了〈感〉
かじる			啃；咬；略知一二〈动1〉
かすか	[かすか]		微弱；隐约；模糊〈ナ形〉
かっこう	[かっこう]		外形；样子；装束〈名〉
かつて	[かつて]		曾经；从前〈副〉
かなり	[かなり]		相当；颇〈副〉
かばん			包；皮包；提包〈名〉
かぶれる	[かぶれる]		起斑疹；受影响；狂热〈动2〉
かまう	[かまう]		介意；照顾；（构词）不要紧〈动1〉
かもしれない			也许；可能〈惯〉
かも知れない	[かもしれない]		【かもしれない】也许；可能〈惯〉
かゆい			痒的〈イ形〉
からかう			戏弄；嘲笑〈动1〉
かるた			歌牌；纸牌游戏〈名〉
かわいい	[かわいい]		可爱的；讨人喜欢的〈イ形〉
かわいがる			疼爱；宠爱〈动1〉
かわいそう			可怜的；值得同情的〈ナ形〉
かわいらしい			可爱的；惹人喜爱的〈イ形〉
がっかり			失望；灰心丧气〈副〉
がっくり			垂头丧气；大失所望〈副〉
がっしり			结实；强壮〈副〉
がっちり			（结构）坚固；（头脑）精明〈副〉
がる			感到（接尾：寒がる）〈接尾〉
きざ	[きざ]		做作；（装）帅〈ナ形〉
きちっと			正好；整齐〈副〉
きちんと	[きちんと]		整整齐齐；准确地；好好地〈副〉
きっかけ			契机；开端〈名〉
きっかり			恰好；恰好地〈副〉
きっちり			正好；紧紧〈副〉
きっと	[きっと]		一定；肯定〈副〉
きっぱり			干脆；断然〈副〉
きつい	[きつい]		紧的；（条件）苛刻；累人〈イ形〉
きれい	[きれい]		漂亮；干净〈ナ形〉
ぎっしり			满满地；挤得满满的〈副〉
くしゃみ			喷嚏〈名〉
くすぐったい	[くすぐったい]		怕痒的；（心理）难为情的〈イ形〉
くたびれる			疲惫；（衣服）穿旧〈动2〉
ください	[ください]		请给我……；请（做）……〈惯〉
くださる			给；赠给（「くれる」的尊敬语）〈动1〉
くだらない			无聊的；无价值的〈イ形〉
くっきり			清晰；分明〈副〉
くっつく			粘住；紧贴〈动1〉
くっつける			使粘上；使靠近〈动2〉
くどい			啰嗦；（味道）腻〈イ形〉
くるむ			包上；裹上〈动1〉
くれぐれも			恳切地；务必〈副〉
くれる	[くれる]		给（我方）〈动2〉
ぐっすり			酣睡；熟睡〈副〉
ぐっと			一口气；（心）一紧〈副〉
ぐらい			左右；大约〈助〉
けがする			受伤〈动3〉
けち			小气；吝啬〈名〉
けれど			但是；然而〈接〉
けれども			但是；然而〈接〉
けんかする			吵架；打架〈动3〉
げっそり			（骤然）消瘦；（心）憔悴〈副〉
こう	[こう]		这样（地）〈副〉
こうして	[こうして]		这样（地）〈副〉
ここ	[ここ]		这里；此处〈代〉
こしらえる			制作；凑（钱）〈动2〉
こだわる			讲究；拘泥〈动1〉
こちら	[こちら]		这边；这位（礼貌用语）〈代〉
こちらこそ			我才（要感谢您）〈感〉
こっそり			偷偷地；悄悄地〈副〉
こっち			这边（こちら的随意说法）〈代〉
こと	[こと]		事情；形式名词「事」〈名〉
ことに	[ことに]		尤其；特别〈副〉
こないだ			前几天；最近（口语）〈名〉
この	[この]		这（的）〈连体〉
このあいだ			前几天；前些日子〈名〉
このごろ			近来；这些天〈名〉
この間	[このあいだ]		【このあいだ】前几天；最近〈名〉
この頃	[このごろ]		【このごろ】近来；最近〈名〉
こぼす			洒出；说漏（嘴）〈动1〉
こぼれる			洒落；（花）凋谢〈动2〉
こらえる			忍耐；忍住〈动2〉
これ	[これ]		这个〈代〉
これから	[これから]		从现在起；今后〈副〉
これら			这些〈代〉
こんな			这样的；这种的〈连体〉
こんなに	[こんなに]		这么；这样地〈副〉
こんにちは			你好（白天问候语）〈感〉
こんばんは			晚上好〈感〉
ごくろうさま			辛苦了〈感〉
ございます	[ございます]		（敬语）有；在〈动1〉
ごちそう			佳肴；盛宴（请客）〈名〉
ごちそうさま			（饭后）多谢款待〈感〉
ごみ			垃圾〈名〉
ごめんください			（进门时）有人吗〈感〉
ごめんなさい			对不起〈感〉
ごらんなさい	[ごらんなさい]		（请）看〈动1〉
ごらんになる			看（見る的尊敬语）〈惯〉
ご存じ	[ごぞんじ]		【ごぞんじ】知道（知っている的尊敬语）〈名〉
ご無沙汰	[ごぶさた]		【ごぶさた】久疏问候〈名〉
ご苦労様	[ごくろうさま]		【ごくろうさま】辛苦了〈感〉
ご馳走	[ごちそう]		【ごちそう】盛宴；请客〈名〉
さあ	[さあ]		来吧；喂；（表示为难）哎呀〈感〉
さきおととい			大前天〈名〉
さぞ	[さぞ]		想必；一定〈副〉
さっき	[さっき]		刚才；方才〈名〉
さっさと			赶快；迅速〈副〉
さっと			迅速地；一下子〈副〉
さっぱり			清爽；（接否定）完全不；干脆〈副〉
さて			（转换话题）那么〈接〉
さほど	[さほど]		（接否定）不那么；并不怎么〈副〉
さようなら			再见〈感〉
さらう	[さらう]		拐走；抢走（=攫う）〈动1〉
さわやか			清爽；（性格）爽朗〈ナ形〉
さん	[さん]		（接尾）先生；小姐〈接尾〉
さ来年	[さらいねん]		【さらいねん】后年〈名〉
さ来月	[さらいげつ]		【さらいげつ】下下个月〈名〉
さ来週	[さらいしゅう]		【さらいしゅう】下下周〈名〉
ざっと			粗略地；大约〈副〉
し	[し]		而且；又（表并列的接续助词）〈助〉
しあさって			大后天〈名〉
しいんと	[しいんと]		静悄悄；鸦雀无声〈副〉
しかし			但是；可是；然而〈接〉
しかも			而且；并且〈接〉
しかる			训斥；责骂〈动1〉
しきりに			频繁地；再三地；热心地〈副〉
しくじる			失败；搞砸〈动1〉
したがって	[したがって]		因此；从而〈接〉
しっかり	[しっかり]		结实；扎实；好好地〈副〉
しっぽ			尾巴〈名〉
しつこい			纠缠不休；（颜色）浓艳〈イ形〉
しなやか	[しなやか]		柔软；柔韧；优美〈ナ形〉
しばしば			屡次；常常〈副〉
しばらく	[しばらく]		一会儿；许久；暂时〈副〉
しびれる			发麻；（因敬佩）为之倾倒〈动2〉
しぶとい			顽强的；不服输的〈イ形〉
しぼむ			枯萎；（气势）衰退〈动1〉
しまい	[しまい]		姐妹（=姉妹）〈名〉
しまう	[しまう]		收拾；（完）了；放进（・てしまう：完了/遗憾）〈动1〉
しまった	[しまった]		糟了！（感到懊悔时）〈感〉
しみじみ			深切地；由衷地〈副〉
しゃがむ			蹲下〈动1〉
しゃっくり			打嗝〈名〉
しゃぶる			吮吸〈动1〉
しゃべる			说话；聊天〈动1〉
しゃれる	[しゃれる]		说俏皮话；打扮得漂亮〈动2〉
しょうゆ			酱油〈名〉
しょっちゅう			经常；总是〈副〉
じっくり			慢慢地；仔细地〈副〉
じっと	[じっと]		一动不动；凝神〈副〉
じゃあ			那么；再见（では的口语）〈感〉
じゃま	[じゃま]		妨碍；打扰〈名〉
じゃんけん			猜拳（石头剪刀布）〈名〉
じゅうたん	[じゅうたん]		地毯〈名〉
すく	[すく]		（人数、数量）变少；（肚子）空〈动1〉
すくなくとも	[すくなくとも]		至少〈副〉
すぐに			立刻；马上〈副〉
すごい	[すごい]		厉害的；惊人的；（口语）非常〈イ形〉
すっかり	[すっかり]		完全地；彻底地〈副〉
すっきり			舒畅；整洁；清晰〈副〉
すっと			猛地；一下子；轻快地〈副〉
すっぱい			酸的〈イ形〉
すてき	[すてき]		漂亮的；极好的；美好的〈ナ形〉
すなわち			也就是；即〈接〉
すばしこい			敏捷；灵活〈イ形〉
すばらしい	[すばらしい]		极好的；精彩的；了不起的〈イ形〉
すまない			对不起（口语）〈惯〉
すみません	[すみません]		对不起；劳驾〈感〉
すり			扒手〈名〉
する	[する]		做；干；使成为〈动3〉
すると			于是；这样一来〈接〉
すれちがう			擦肩而过；（意见）不一致〈动1〉
すれ違う	[すれちがう]		【すれちがう】擦肩而过；（意见）不一致〈动1〉
すんなり			顺利；（身材）苗条〈副〉
ずいぶん	[ずいぶん]		相当；很；非常〈副〉
ずうずうしい			厚脸皮的〈イ形〉
ずっと	[ずっと]		一直；（比……）……得多〈副〉
ずばり			直截了当；一针见血〈副〉
ずぶ濡れ	[ずぶぬれ]		【ずぶぬれ】浑身湿透〈ナ形〉
ずらす			错开；挪动〈动1〉
ずらっと			一排；成排〈副〉
ずるずる			拖拉；（鼻涕）吸溜〈副〉
ずれ			偏移；（意见）分歧〈名〉
ずれる			错位；（意见）有分歧〈动2〉
せっけん			肥皂；香皂〈名〉
せめて	[せめて]		至少；哪怕是〈副〉
ぜひ			一定；务必（与たい、～てください搭配）〈副〉
ぜひとも			无论如何；务必〈副〉
ぜんぜん	[ぜんぜん]		完全（不）；根本（不）〈副〉
そう	[そう]		那样；那样地（そうだ：听说/好像）〈副〉
そういえば			说起来；这么说来〈接〉
そうして			然后；而且〈接〉
そこ	[そこ]		那里〈代〉
そこで			于是；在那里〈接〉
そこら	[そこら]		那附近；左右〈名〉
そして			而且；然后〈接〉
そそっかしい			冒失；轻率〈イ形〉
そちら	[そちら]		那边；您〈代〉
そっくり			全部；（长得）一模一样〈副〉
そっち	[そっち]		那边（そちら的随意说法）〈代〉
そっと	[そっと]		轻轻地；悄悄地〈副〉
そっぽ	[そっぽ]		别处；不理睬（向く）〈名〉
その	[その]		那个；那（中称）〈连体〉
そのうえ			而且；加之〈接〉
そのうち	[そのうち]		不久；过几天〈副〉
そのため			因此；为此〈接〉
そのほか			其他；此外〈名〉
そのまま			原封不动地〈副〉
その上	[そのうえ]		【そのうえ】而且；加之〈接〉
その内	[そのうち]		【そのうち】迟早；过些天〈副〉
そば	[そば]		旁边；附近〈名〉
それ	[それ]		那个〈代〉
それから			然后〈接〉
それぞれ	[それぞれ]		分别；各自〈副〉
それで	[それで]		因此〈接〉
それでは			那么〈接〉
それでも			即便如此〈接〉
それとも			还是（选择）〈接〉
それに	[それに]		而且〈接〉
それほど	[それほど]		那么（程度）〈副〉
それゆえ	[それゆえ]		因此〈接〉
そろそろ	[そろそろ]		渐渐地；快要；该……了〈副〉
そんな			那种的；那样的〈连体〉
そんなに	[そんなに]		那么；那样地〈副〉
ぞんざい			粗暴；草率〈ナ形〉
たいてい			大都；大概；普通〈副〉
たいへん	[たいへん]		非常；很；不得了；严重〈ナ形〉
たくさん	[たくさん]		很多；足够〈副〉
ただ	[ただ]		只是；仅仅；免费〈副〉
たちまち			转眼间；立刻〈副〉
たった	[たった]		只；仅仅〈副〉
たっぷり	[たっぷり]		充足地；满满地〈副〉
たて	[たて]		竖；纵〈名〉
たとえ			即使；哪怕〈副〉
たばこ			烟；香烟；烟草〈名〉
たびたび			屡次；再三〈副〉
たぶん	[たぶん]		大概；恐怕；可能〈副〉
たまに	[たまに]		偶尔〈副〉
たまらない	[たまらない]		受不了；（口语）好得不得了〈惯〉
ためらう			犹豫；踌躇〈动1〉
たやすい	[たやすい]		容易的；不难的〈イ形〉
たんす			衣柜；抽屉柜〈名〉
だいいち	[だいいち]		第一；首先〈副〉
だから			因此；所以〈接〉
だけど			但是；可是〈接〉
だって			可是；因为（口语）〈接〉
だぶだぶ			肥大；晃荡〈副〉
だます			骗；欺骗〈动1〉
だめ	[だめ]		不行；不可以；没用〈ナ形〉
だらけ			满是（泥だらけ：全是泥）〈接尾〉
だらしない			散漫；（人）不争气〈イ形〉
だんだん			渐渐〈副〉
ちぎる			掰碎；撕碎；（云）飘散〈动1〉
ちっとも			（接否定）一点也不〈副〉
ちゃわん			碗；饭碗〈名〉
ちゃん	[ちゃん]		（对亲近之人的昵称后缀）小……；酱〈接尾〉
ちゃんと	[ちゃんと]		好好地；确实；准时地〈副〉
ちやほや			捧；宠爱〈副〉
ちょうだい			请给我（口语）；领取〈名〉
ちょうど	[ちょうど]		正好；恰好〈副〉
ちょくちょく	[ちょくちょく]		时常；往往〈副〉
ちょっと	[ちょっと]		稍微；一会儿；一下〈副〉
ちらっと			一瞥；略看一眼〈副〉
ついで			顺便；机会〈名〉
つき	[つき]		月亮；月份〈名〉
つける	[つける]		打开（电灯等）；点（火）；戴上；涂抹〈动2〉
つまずく			绊倒；（事情）受挫〈动1〉
つまらない			无聊的；没意思的〈イ形〉
つまり	[つまり]		总之；也就是说〈副〉
つもり	[つもり]		打算；意图（～つもりだ）〈名〉
てっきり			（误以为）一定〈副〉
てんで			完全（不）〈副〉
で	[で]		在……（地点）；用……（手段）；因为〈助〉
でかい			大的（口语）〈イ形〉
できる	[できる]		能；会（=出来る）〈动2〉
できるだけ			尽可能；尽量〈副〉
ですから			因此；所以〈接〉
でたらめ			胡说；胡来〈ナ形〉
では	[では]		那么；如果那样〈接〉
でも			但是；可是〈接〉
と	[と]		和；与；一…就…（表条件）；（将棋）と金〈助〉
とうとう			终于；终究；到最后〈副〉
とかく	[とかく]		动不动就；总〈副〉
とこや			理发店〈名〉
ところが			然而；可是〈接〉
ところで			话说；那么（转换话题）〈接〉
とっくに			早就；老早〈副〉
とても	[とても]		非常；很（接否定：怎么也不）〈副〉
とにかく	[とにかく]		总之；不管怎样〈副〉
ともかく	[ともかく]		姑且不论；总之〈副〉
とりあえず	[とりあえず]		姑且；首先〈副〉
とり肉	[とりにく]		【とりにく】鸡肉〈名〉
とんだ			意外的；不得了的〈连体〉
とんでもない	[とんでもない]		岂有此理；哪里的话；意外的〈イ形〉
どう	[どう]		怎样；如何〈副〉
どうか	[どうか]		请；务必（恳求）〈副〉
どうして	[どうして]		为什么（=なぜ）〈副〉
どうしても	[どうしても]		无论如何也（=なんとしても）〈副〉
どうせ	[どうせ]		反正；横竖〈副〉
どうぞ	[どうぞ]		请（用于礼貌地提供或请求）〈副〉
どうぞよろしく			请多关照〈感〉
どうにか	[どうにか]		设法；总算〈副〉
どうも	[どうも]		谢谢；总觉得；实在（道谢或道歉）〈副〉
どうやら	[どうやら]		似乎；总觉得〈副〉
どきどき			（心）怦怦跳〈副〉
どこ	[どこ]		哪里〈代〉
どこか			某处；不知哪里〈代〉
どちら	[どちら]		哪边；哪一位〈代〉
どっち			哪个；哪边（どちら的随意说法）〈代〉
どっと			哄堂（大笑）；（人）蜂拥〈副〉
どなた			哪位（谁的礼貌说法）〈代〉
どなる			大声喊叫〈动1〉
どの	[どの]		哪个（后接名词）〈连体〉
どれ	[どれ]		哪个（三者以上）〈代〉
どんどん	[どんどん]		不断地；顺利地；越……越……〈副〉
どんな	[どんな]		什么样的；怎样的〈连体〉
どんなに			多么；怎样也（即使怎么）〈副〉
なお	[なお]		尚且；还；更；再者〈副〉
なかなか	[なかなか]		相当；颇；（接否定）怎么也不〈副〉
なぐる	[なぐる]		殴打；打〈动1〉
なさる			做（する的尊敬语）〈动1〉
なぜ	[なぜ]		为什么〈副〉
なぜなら			原因是；因为〈接〉
など			等等；诸如此类〈助〉
なにしろ			反正；无论怎么说〈副〉
なにも			（接否定）什么也（不）〈副〉
なめる	[なめる]		舔；尝（=舐める）〈动1〉
なる	[なる]		变成；成为；到了（季节、时刻）〈动1〉
なるたけ	[なるたけ]		尽可能（=なるべく）〈副〉
なるべく			尽量（=なるたけ）〈副〉
なるほど	[なるほど]		原来如此；的确〈副〉
なんか			什么的；之类〈助〉
なんだかんだ			说三道四；这样那样〈副〉
なんとなく	[なんとなく]		总觉得；不知不觉地〈副〉
なんとも			（真）不（怎么样）；毫无办法〈副〉
におい	[におい]		气味；香味〈名〉
にっこり			微微一笑；莞尔〈副〉
にもかかわらず	[にもかかわらず]		尽管…还是〈接〉
ぬれる	[ぬれる]		淋湿；变湿〈动2〉
ね	[ね]		吧；呢；啊（终助词）〈助〉
ねじ			螺丝〈名〉
ねじれる	[ねじれる]		扭曲；歪斜〈动2〉
ねじ回し	[ねじまわし]		【ねじまわし】螺丝刀〈名〉
ねだん			价格〈名〉
ねっしん			热心；热情；入迷〈ナ形〉
のこぎり			锯子〈名〉
のど	[のど]		喉咙；嗓子〈名〉
のろのろ			慢吞吞；迟缓〈副〉
のんびり			悠闲地；无忧无虑地〈副〉
はい	[はい]		是；是的；好〈感〉
はかない	[はかない]		短暂的；虚幻的；无常的〈イ形〉
はきはき			干脆；爽快〈副〉
はく	[はく]		穿（裤、裙、鞋、袜）；戴（帽子除外的穿戴）〈动1〉
はさみ			剪刀〈名〉
はし			筷子〈名〉
はじめまして			初次见面〈感〉
はず			理应；应该（表推测依据）〈名〉
はっきり	[はっきり]		清楚地；明确地〈副〉
はまる	[はまる]		嵌入；正合适；陷入（=嵌まる）〈动1〉
はめる			嵌入；戴上（=嵌める）〈动2〉
ばからしい			荒唐；愚蠢〈イ形〉
ばったり			突然相遇；猛然倒下〈副〉
ばてる			累垮；精疲力竭〈动2〉
ばね			弹簧〈名〉
ばらまく	[ばらまく]		撒；散布；（钱）乱花〈动1〉
ひいては	[ひいては]		进而；不仅…而且〈接〉
ひげ			胡须；胡子〈名〉
ひさしぶり	[ひさしぶり]		久违；隔了好久〈名〉
ひとまず			暂且；先〈副〉
ひとりでに			自然而然；自动地〈副〉
ひどい	[ひどい]		严重的；厉害的；过分的〈イ形〉
ひゃっかじてん			百科全书〈名〉
ひょっと			或许（ひょっとしたら）〈副〉
びっくり			吃惊〈名〉
びっくりする			吃惊；吓一跳〈动3〉
びっしょり			湿透〈副〉
びり			（比赛）最后一名〈名〉
ぴかぴか			闪闪发光〈副〉
ぴったり			紧紧地；正合适；准确地〈副〉
ふざける	[ふざける]		胡闹；开玩笑〈动1〉
ふと	[ふと]		忽然；偶然〈副〉
ふろ			浴池；澡堂；洗澡水〈名〉
ふわふわ			轻飘飘；软绵绵〈副〉
ふんだん			大量；绰绰有余〈ナ形〉
ぶかぶか			肥大；不合身〈副〉
ぶつかる	[ぶつかる]		撞上；（意见）冲突〈动1〉
ぶつける	[ぶつける]		撞上；扔向〈动2〉
ぶつぶつ			嘟哝；疙瘩〈副〉
ぶどう			葡萄〈名〉
ぶらさげる			吊；悬挂〈动2〉
ぶらぶら			闲逛；晃荡〈副〉
ぶら下げる	[ぶらさげる]		【ぶらさげる】吊；拎〈动2〉
へそ			肚脐〈名〉
へる	[へる]		减少；（肚子）饿〈动1〉
ぺこぺこ			（肚子）饿瘪；点头哈腰〈副〉
ぺん			笔〈名〉
